cohort_not_russia,purchase_date,user_id
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,460736
01.04.2020,01.04.2020,460736
01.04.2020,01.04.2020,472067
01.04.2020,01.04.2020,472067
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,507573
01.04.2020,01.04.2020,528723
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,610635
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,612299
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,624965
01.04.2020,01.04.2020,624965
01.04.2020,01.04.2020,624965
01.04.2020,01.04.2020,624965
01.04.2020,01.04.2020,624965
01.04.2020,01.04.2020,624965
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,647638
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,647638
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,652674
01.04.2020,01.04.2020,652674
01.04.2020,01.04.2020,654539
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,686779
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,699686
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,695792
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,62915
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,62915
01.04.2020,01.04.2020,972086
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,103734
01.04.2020,01.04.2020,31709
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,104453
01.04.2020,01.04.2020,104453
01.04.2020,01.04.2020,104763
01.04.2020,01.04.2020,104763
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,104763
01.04.2020,01.04.2020,104763
01.04.2020,01.04.2020,104763
01.04.2020,01.04.2020,104763
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,958424
01.04.2020,01.04.2020,958424
01.04.2020,01.04.2020,958258
01.04.2020,01.04.2020,954037
01.04.2020,01.04.2020,954037
01.04.2020,01.04.2020,106706
01.04.2020,01.04.2020,106706
01.04.2020,01.04.2020,106706
01.04.2020,01.04.2020,106706
01.04.2020,01.04.2020,108227
01.04.2020,01.04.2020,952084
01.04.2020,01.04.2020,108227
01.04.2020,01.04.2020,109000
01.04.2020,01.04.2020,111997
01.04.2020,01.04.2020,952084
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,132240
01.04.2020,01.04.2020,952084
01.04.2020,01.04.2020,952084
01.04.2020,01.04.2020,952084
01.04.2020,01.04.2020,952084
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,163672
01.04.2020,01.04.2020,163672
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,945143
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,165952
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,165952
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,165952
01.04.2020,01.04.2020,32791
01.04.2020,01.04.2020,165952
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,165952
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,165952
01.04.2020,01.04.2020,166365
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,166365
01.04.2020,01.04.2020,942608
01.04.2020,01.04.2020,937526
01.04.2020,01.04.2020,935151
01.04.2020,01.04.2020,930288
01.04.2020,01.04.2020,930288
01.04.2020,01.04.2020,918088
01.04.2020,01.04.2020,911831
01.04.2020,01.04.2020,172404
01.04.2020,01.04.2020,172404
01.04.2020,01.04.2020,32791
01.04.2020,01.04.2020,172404
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,46634
01.04.2020,01.04.2020,172817
01.04.2020,01.04.2020,906271
01.04.2020,01.04.2020,906271
01.04.2020,01.04.2020,888840
01.04.2020,01.04.2020,814328
01.04.2020,01.04.2020,807316
01.04.2020,01.04.2020,807316
